gu,bjd,apt_name_raw,apt_name_clean,matched_name,matched_addr,matched_road,lat,lng,match_level,query
종로구,사직동,광화문스페이스본(101동~105동),광화문스페이스본,광화문스페이스본1단지아파트,서울 종로구 사직동 9,서울 종로구 사직로8길 4,37.57441742229257,126.9688830179272,3,광화문스페이스본 종로구 사직동
종로구,평창동,벽산블루밍평창힐스,벽산블루밍평창힐스,벽산평창힐스아파트,서울 종로구 평창동 45,서울 종로구 평창문화로 118,37.60814454207827,126.9737479184749,3,벽산블루밍평창힐스 종로구 평창동
종로구,창신동,동대문,동대문,동대문 문구완구시장,서울 종로구 창신동 390-29,서울 종로구 종로52길 36,37.57123111690101,127.01444849541852,3,동대문 종로구 창신동
종로구,평창동,롯데낙천대,롯데낙천대,롯데낙천대아파트,서울 종로구 평창동 72,서울 종로구 평창문화로 140,37.60913604488284,126.97568195953431,3,롯데낙천대 종로구 평창동
종로구,평창동,삼성,삼성,삼성아파트,서울 종로구 평창동 596,서울 종로구 평창문화로 172,37.610927789698835,126.97867137084032,3,삼성 종로구 평창동
종로구,숭인동,익성씨티하임,익성씨티하임,익성씨티하임,서울 종로구 숭인동 1392,서울 종로구 난계로29가길 17,37.57371565995977,127.02272057226163,3,익성씨티하임 종로구 숭인동
종로구,효제동,포레스트힐시티,포레스트힐시티,포레스트힐시티,서울 종로구 효제동 65-2,서울 종로구 대학로 33,37.57421518130064,127.0018316043902,3,포레스트힐시티 종로구 효제동
종로구,견지동,대성스카이렉스,대성스카이렉스,종로1가대성스카이렉스아파트,서울 종로구 견지동 110,서울 종로구 삼봉로 95,37.57230290685728,126.98262623900952,3,대성스카이렉스 종로구 견지동
종로구,숭인동,종로동광모닝스카이,종로동광모닝스카이,종로동광모닝스카이,서울 종로구 숭인동 1421-1,서울 종로구 난계로29가길 24,37.5734481300193,127.02237749319278,3,종로동광모닝스카이 종로구 숭인동
종로구,숭인동,삼전솔하임2차,삼전솔하임2차,삼전솔하임2차,서울 종로구 숭인동 296-19,서울 종로구 종로58가길 27,37.57241021813793,127.01673081547813,3,삼전솔하임2차 종로구 숭인동
종로구,사직동,광화문스페이스본(106동),광화문스페이스본,광화문스페이스본1단지아파트,서울 종로구 사직동 9,서울 종로구 사직로8길 4,37.57441742229257,126.9688830179272,3,광화문스페이스본 종로구 사직동
종로구,명륜2가,명륜동주상복합아남아파트,명륜동주상복합아남아파트,명륜건강원,서울 종로구 명륜2가 237,서울 종로구 혜화로3길 5,37.58523164773757,127.00036569554464,3,명륜동주상복합아남아파트 종로구 명륜2가
종로구,내수동,경희궁의아침4단지,경희궁의아침4단지,경희궁의아침4단지아파트,서울 종로구 내수동 73,서울 종로구 새문안로3길 23,37.572619874520775,126.97224352213118,3,경희궁의아침4단지 종로구 내수동
종로구,명륜3가,한빛,한빛,한빛아파트,서울 종로구 명륜3가 1-30,서울 종로구 명륜4길 8,37.58938151687243,126.9950418894858,3,한빛 종로구 명륜3가
종로구,명륜2가,아남1,아남1,명륜아남1단지아파트,서울 종로구 명륜2가 4,서울 종로구 창경궁로 265,37.5856127665288,126.99934106534968,3,아남1 종로구 명륜2가
종로구,평창동,밀레니엄,밀레니엄,밀레니엄,서울 종로구 평창동 179-5,서울 종로구 평창12길 14-4,37.60686179120663,126.96754220310152,3,밀레니엄 종로구 평창동
종로구,명륜1가,송림아마레스아파트,송림아마레스아파트,송림아마레스아파트,서울 종로구 명륜1가 2-12,서울 종로구 성균관로17길 22,37.590689839829984,126.99771734967608,3,송림아마레스아파트 종로구 명륜1가
종로구,익선동,현대뜨레비앙,현대뜨레비앙,현대뜨레비앙아파트,서울 종로구 익선동 55,서울 종로구 돈화문로11가길 59,37.57511306843629,126.99005623849528,3,현대뜨레비앙 종로구 익선동
종로구,창신동,창신쌍용2,창신쌍용2,창신쌍용2단지아파트,서울 종로구 창신동 703,서울 종로구 낙산길 198,37.58032424937554,127.01178752964915,3,창신쌍용2 종로구 창신동
종로구,평동,경희궁자이(3단지),경희궁자이,경희궁자이3단지아파트,서울 종로구 평동 233,서울 종로구 경교장길 35,37.568979167473906,126.96615957311964,3,경희궁자이 종로구 평동
종로구,연건동,이화에수풀,이화에수풀,이화에수풀,서울 종로구 연건동 195-10,서울 종로구 대학로 47,37.57544323681951,127.00184635093808,3,이화에수풀 종로구 연건동
종로구,창신동,성용,성용,성용아파트,서울 종로구 창신동 640-252,서울 종로구 창신4가길 40-3,37.5750518388024,127.009481885039,3,성용 종로구 창신동
종로구,창신동,MID그린(3동),MID그린,엠아이디그린아파트,서울 종로구 창신동 601,서울 종로구 창신길 140-21,37.57785479424466,127.00994639024098,3,MID그린 종로구 창신동
종로구,명륜1가,아미레스아파트,아미레스아파트,아마레스아파트,서울 종로구 명륜1가 45-5,서울 종로구 혜화로5길 20,37.5869453316933,126.99889043390208,3,아미레스아파트 종로구 명륜1가
종로구,홍파동,경희궁자이(2단지),경희궁자이,경희궁자이2단지아파트,서울 종로구 홍파동 199,서울 종로구 송월길 99,37.57071285406483,126.96370355777285,3,경희궁자이 종로구 홍파동
종로구,숭인동,삼전솔하임4차,삼전솔하임4차,삼전솔하임4차,서울 종로구 숭인동 318-2,서울 종로구 지봉로4길 13,37.57129839835608,127.01667283612234,3,삼전솔하임4차 종로구 숭인동
종로구,숭인동,종로중흥S클래스,종로중흥S클래스,종로중흥S클래스,서울 종로구 숭인동 202-3,서울 종로구 종로66길 28,37.57355097022085,127.02169831948196,3,종로중흥S클래스 종로구 숭인동
종로구,무악동,무악다온채,무악다온채,무악다온채아파트,서울 종로구 무악동 66-1,서울 종로구 통일로14길 35,37.576143934526705,126.95792408761632,3,무악다온채 종로구 무악동
종로구,명륜2가,아남2,아남2,명륜아남2단지아파트,서울 종로구 명륜2가 236,서울 종로구 혜화로3길 33,37.58615245591199,126.99869117877113,3,아남2 종로구 명륜2가
종로구,평창동,롯데캐슬로잔,롯데캐슬로잔,평창동롯데캐슬로잔아파트,서울 종로구 평창동 108,서울 종로구 평창문화로 156,37.60997971216521,126.97739864484936,3,롯데캐슬로잔 종로구 평창동
종로구,평창동,갑을아파트,갑을아파트,갑을아파트,서울 종로구 평창동 595,서울 종로구 평창문화로 19,37.60461004180648,126.96383884619446,3,갑을아파트 종로구 평창동
종로구,숭인동,종로유케이201,종로유케이201,종로UK201,서울 종로구 숭인동 201-11,서울 종로구 난계로29길 33-4,37.57384116147552,127.02130899159646,3,종로유케이201 종로구 숭인동
종로구,창신동,창신쌍용1,창신쌍용1,창신쌍용1단지아파트,서울 종로구 창신동 702,서울 종로구 동망산길 19,37.58051141258221,127.0140155572653,3,창신쌍용1 종로구 창신동
종로구,내수동,경희궁의아침3단지,경희궁의아침3단지,경희궁의아침3단지오피스텔,서울 종로구 내수동 72,서울 종로구 사직로8길 34,37.57358930920335,126.97209147325847,3,경희궁의아침3단지 종로구 내수동
종로구,인의동,효성쥬얼리시티,효성쥬얼리시티,효성주얼리시티아파트,서울 종로구 인의동 48-2,서울 종로구 종로 183,37.57148427221123,126.99866879597536,3,효성쥬얼리시티 종로구 인의동
종로구,무악동,인왕산아이파크,인왕산아이파크,인왕산아이파크1차아파트,서울 종로구 무악동 60,서울 종로구 통일로18길 9,37.57700150932393,126.9574447438466,3,인왕산아이파크 종로구 무악동
종로구,창신동,두산,두산,두산아파트,서울 종로구 창신동 232,서울 종로구 지봉로5길 7,37.574218836071275,127.01428606209691,3,두산 종로구 창신동
종로구,동숭동,동성아파트(1동),동성아파트,동성아파트,서울 종로구 동숭동 4-161,서울 종로구 동숭4라길 29,37.58344210900409,127.00627441545834,3,동성아파트 종로구 동숭동
종로구,창신동,MID그린(6동),MID그린,엠아이디그린아파트,서울 종로구 창신동 601,서울 종로구 창신길 140-21,37.57785479424466,127.00994639024098,3,MID그린 종로구 창신동
종로구,숭인동,종로청계힐스테이트,종로청계힐스테이트,종로청계힐스테이트아파트,서울 종로구 숭인동 766,서울 종로구 숭인동길 21,37.576030606858694,127.02115112917708,3,종로청계힐스테이트 종로구 숭인동
종로구,내수동,경희궁의아침2단지,경희궁의아침2단지,경희궁의아침2단지오피스텔,서울 종로구 내수동 71,서울 종로구 사직로8길 24,37.57396302817167,126.9712830760165,3,경희궁의아침2단지 종로구 내수동
종로구,창신동,MID그린(2동),MID그린,엠아이디그린아파트,서울 종로구 창신동 601,서울 종로구 창신길 140-21,37.57785479424466,127.00994639024098,3,MID그린 종로구 창신동
종로구,숭인동,숭인상가,숭인상가,숭인상가아파트,서울 종로구 숭인동 204-11,서울 종로구 청계천로 391,37.572131204854955,127.02056592158696,3,숭인상가 종로구 숭인동
종로구,창신동,MID그린(4동),MID그린,엠아이디그린아파트,서울 종로구 창신동 601,서울 종로구 창신길 140-21,37.57785479424466,127.00994639024098,3,MID그린 종로구 창신동
종로구,구기동,렉스팰리스,렉스팰리스,렉스팰리스아파트,서울 종로구 구기동 95-1,서울 종로구 진흥로22나길 18,37.60700990383606,126.95732119716598,3,렉스팰리스 종로구 구기동
종로구,교북동,동아,동아,동아아파트,서울 종로구 교북동 101,서울 종로구 송월길 147,37.57144574617705,126.96205617765538,3,동아 종로구 교북동
종로구,무악동,현대,현대,무악현대아파트,서울 종로구 무악동 82,서울 종로구 통일로 246-20,37.57564496877948,126.96109068177408,3,현대 종로구 무악동
종로구,내수동,세종로대우,세종로대우,세종로대우아파트,서울 종로구 내수동 167,서울 종로구 새문안로3길 30,37.57277507975888,126.9732577326904,3,세종로대우 종로구 내수동
종로구,창신동,일우,일우,일우아파트,서울 종로구 창신동 602,서울 종로구 창신길 134,37.5773331391134,127.009699530739,3,일우 종로구 창신동
종로구,창신동,MID그린(8동),MID그린,엠아이디그린아파트,서울 종로구 창신동 601,서울 종로구 창신길 140-21,37.57785479424466,127.00994639024098,3,MID그린 종로구 창신동
종로구,숭인동,종로센트레빌,종로센트레빌,종로센트레빌아파트,서울 종로구 숭인동 2-1,서울 종로구 동망산길 47,37.58097608298953,127.01592666275155,3,종로센트레빌 종로구 숭인동
종로구,청운동,청운현대,청운현대,청운현대아파트,서울 종로구 청운동 56-45,서울 종로구 자하문로33길 43,37.5862650891196,126.96739490483,3,청운현대 종로구 청운동
종로구,숭인동,롯데캐슬천지인,롯데캐슬천지인,롯데캐슬천지인아파트,서울 종로구 숭인동 76,서울 종로구 종로 347,37.5738509859852,127.01617871593044,3,롯데캐슬천지인 종로구 숭인동
종로구,명륜3가,(1-102),,성균관,서울 종로구 명륜3가 53,서울 종로구 성균관로 25-1,37.5858280343867,126.995896931187,3, 종로구 명륜3가
종로구,창신동,미니,미니,미니마트,서울 종로구 창신동 400-4,서울 종로구 청계천로 345,37.5702290031062,127.016051153234,3,미니 종로구 창신동
종로구,평창동,일성빌라트,일성빌라트,일성아파트,서울 종로구 평창동 145-5,서울 종로구 평창문화로 119,37.60912818613508,126.97270563001211,3,일성빌라트 종로구 평창동
종로구,무악동,경희궁롯데캐슬,경희궁롯데캐슬,경희궁롯데캐슬아파트,서울 종로구 무악동 89,서울 종로구 통일로 230,37.573420748306795,126.95941081090396,3,경희궁롯데캐슬 종로구 무악동
종로구,내수동,경희궁파크팰리스,경희궁파크팰리스,바버케이,서울 종로구 내수동 95,서울 종로구 사직로8길 20,37.5743052996042,126.970848249339,3,경희궁파크팰리스 종로구 내수동
종로구,무악동,인왕산2차아이파크,인왕산2차아이파크,인왕산2차아이파크아파트,서울 종로구 무악동 88,서울 종로구 통일로18길 34,37.57568954013651,126.95966542048158,3,인왕산2차아이파크 종로구 무악동
종로구,숭인동,종로아인스빌,종로아인스빌,종로아인스빌,서울 종로구 숭인동 1392-1,서울 종로구 난계로29가길 19,37.57356609329916,127.02272845087616,3,종로아인스빌 종로구 숭인동
종로구,옥인동,세종아파트,세종아파트,세종아파트,서울 종로구 옥인동 56,서울 종로구 필운대로 69,37.58213773026452,126.96772615690158,3,세종아파트 종로구 옥인동
종로구,행촌동,대성아파트,대성아파트,대성맨션,서울 종로구 행촌동 41-1,서울 종로구 사직로 21,37.57271812580705,126.96260341762112,3,대성아파트 종로구 행촌동
종로구,교북동,경희궁자이(4단지),경희궁자이,경희궁자이4단지아파트,서울 종로구 교북동 126,서울 종로구 송월길 155,37.57164374593414,126.9613802860048,3,경희궁자이 종로구 교북동
종로구,창신동,창신이수,창신이수,창신이수아파트,서울 종로구 창신동 23-816,서울 종로구 지봉로 87,37.577924593934966,127.01455167531444,3,창신이수 종로구 창신동
종로구,창신동,브라운스톤창신,브라운스톤창신,창신브라운스톤아파트,서울 종로구 창신동 23-76,서울 종로구 지봉로 81,37.57737943257717,127.01502930083834,3,브라운스톤창신 종로구 창신동
종로구,창신동,MID그린(5동),MID그린,엠아이디그린아파트,서울 종로구 창신동 601,서울 종로구 창신길 140-21,37.57785479424466,127.00994639024098,3,MID그린 종로구 창신동
종로구,창신동,MID그린(1동),MID그린,엠아이디그린아파트,서울 종로구 창신동 601,서울 종로구 창신길 140-21,37.57785479424466,127.00994639024098,3,MID그린 종로구 창신동
종로구,숭인동,버넷하임1,버넷하임1,버넷하임1,서울 종로구 숭인동 1421,서울 종로구 난계로29가길 16,37.57374545980495,127.0223696580868,3,버넷하임1 종로구 숭인동
종로구,창신동,동대문맨션,동대문맨션,동대문맨션,서울 종로구 창신동 578-5,서울 종로구 창신길 20,37.57239917632008,127.01102105519522,3,동대문맨션 종로구 창신동
종로구,창신동,흥인,흥인,흥인탑이비인후과의원,서울 종로구 창신동 693-3,서울 종로구 창신길 1,37.57182171134985,127.01021047148012,3,흥인 종로구 창신동
종로구,이화동,송림아마레스아파트,송림아마레스아파트,송림아마레스아파트,서울 종로구 이화동 9-1,서울 종로구 율곡로19길 41-6,37.5769621100252,127.007172726641,3,송림아마레스아파트 종로구 이화동
종로구,숭인동,"동문(비동,씨동)(494-0)",동문,동문타운,서울 종로구 숭인동 181-82,서울 종로구 숭인동1길 42-3,37.57690665869511,127.01949404366,3,동문 종로구 숭인동
종로구,연건동,(60-1),,구대한의원 본관,서울 종로구 연건동 28-21,서울 종로구 대학로 101,37.5784868058251,126.998985654337,3, 종로구 연건동
종로구,평창동,형우럭스빌(33-1),형우럭스빌,형우럭스빌아파트,서울 종로구 평창동 33-1,서울 종로구 평창문화로 102-15,37.60759033956297,126.97332907969655,3,형우럭스빌 종로구 평창동
종로구,숭인동,탑스빌,탑스빌,탑스빌아파트,서울 종로구 숭인동 178-76,서울 종로구 종로65길 12-4,37.5750144655077,127.020118430754,3,탑스빌 종로구 숭인동
종로구,명륜1가,방산아파트,방산아파트,방산아파트,서울 종로구 명륜1가 5-102,서울 종로구 성균관로17길 35,37.590588912689,126.997001760965,3,방산아파트 종로구 명륜1가
종로구,숭인동,(204-11),,동관왕묘,서울 종로구 숭인동 238-1,서울 종로구 난계로27길 84,37.5731262830049,127.018256913085,3, 종로구 숭인동
종로구,명륜1가,건양하늘터,건양하늘터,건양하늘터아파트,서울 종로구 명륜1가 23,서울 종로구 혜화로9길 28,37.58792920122349,126.9978397143058,3,건양하늘터 종로구 명륜1가
종로구,신문로1가,신문로맨션,신문로맨션,커먼맨션,서울 종로구 신문로2가 1-102,서울 종로구 경희궁길 36,37.5727427657281,126.97001457793,2,신문로맨션 종로구
종로구,창신동,그린,그린,삼성그린수족관,서울 종로구 창신동 436-64,서울 종로구 청계천로 331,37.57006435671558,127.01421169149482,3,그린 종로구 창신동
종로구,부암동,별빛고운,별빛고운,별빛고운아파트,서울 종로구 부암동 235-2,서울 종로구 창의문로10길 29,37.59334782574599,126.96440025922452,3,별빛고운 종로구 부암동
종로구,명륜1가,리치캐슬아파트,리치캐슬아파트,리치케슬아파트,서울 종로구 명륜1가 33-85,서울 종로구 성균관로14길 19,37.58855629184222,126.99782610936543,3,리치캐슬아파트 종로구 명륜1가
종로구,평창동,엘리시아,엘리시아,엘리시아아파트,서울 종로구 평창동 66-1,서울 종로구 평창문화로 142,37.60968749956977,126.97592188163308,3,엘리시아 종로구 평창동
종로구,창신동,덕산,덕산,덕산파출소,서울 종로구 창신동 640-137,서울 종로구 낙산성곽동길 20-1,37.57438511410594,127.00933916596948,3,덕산 종로구 창신동
종로구,내수동,킹스매너,킹스매너,킹스매너아파트,서울 종로구 내수동 110-15,서울 종로구 경희궁2길 5-5,37.57332673584112,126.9705124255782,3,킹스매너 종로구 내수동
종로구,평창동,크래스빌,크래스빌,크래스빌아파트,서울 종로구 평창동 46-1,서울 종로구 평창24길 6,37.608519469418354,126.97427328397067,3,크래스빌 종로구 평창동
종로구,필운동,신동아블루아광화문의꿈,신동아블루아광화문의꿈,신동아블루아광화문의꿈아파트,서울 종로구 필운동 254,서울 종로구 사직로 102,37.57579081937997,126.96996920615166,3,신동아블루아광화문의꿈 종로구 필운동
종로구,충신동,CS타워,CS타워,CS타워,서울 종로구 충신동 62-2,서울 종로구 율곡로20길 24,37.57513774483256,127.00404361655896,3,CS타워 종로구 충신동
종로구,구기동,마운틴뷰,마운틴뷰,마운틴뷰아파트,서울 종로구 구기동 125-5,서울 종로구 비봉길 7,37.6090367429995,126.956263374539,3,마운틴뷰 종로구 구기동
종로구,익선동,운현신화타워,운현신화타워,운현신화타워아파트,서울 종로구 익선동 30-6,서울 종로구 삼일대로32길 36,37.57510217549475,126.98913703079737,3,운현신화타워 종로구 익선동
종로구,명륜1가,렉스빌,렉스빌,렉스빌아파트,서울 종로구 명륜1가 19,서울 종로구 혜화로3가길 30,37.587460687961816,126.99800729612647,3,렉스빌 종로구 명륜1가
종로구,창신동,창림,창림,창림아파트,서울 종로구 창신동 639-20,서울 종로구 창신7길 22,37.57601861446401,127.00937559540677,3,창림 종로구 창신동
종로구,숭인동,오성,오성,오성아파트,서울 종로구 숭인동 888,서울 종로구 숭인동1나길 11-7,37.57733904439314,127.02004094368934,3,오성 종로구 숭인동
종로구,숭인동,숭인모범105동,숭인모범,숭인동아파트,서울 종로구 숭인동 569,서울 종로구 숭인동2길 53,37.577497794329275,127.01898250338334,3,숭인모범 종로구 숭인동
종로구,창신동,유성,유성,유성아파트,서울 종로구 창신동 640-76,서울 종로구 창신7가길 14-6,37.57535638822942,127.00931551453546,3,유성 종로구 창신동
종로구,사직동,사직아파트,사직아파트,사직아파트,서울 종로구 사직동 1-8,서울 종로구 사직로9길 14,37.576948990964596,126.96803744856894,3,사직아파트 종로구 사직동
종로구,숭인동,블루빌,블루빌,블루빌,서울 종로구 숭인동 243,서울 종로구 종로58가길 9,37.57260562127636,127.01750853849911,3,블루빌 종로구 숭인동
종로구,숭인동,동문타운,동문타운,동문타운,서울 종로구 숭인동 181-82,서울 종로구 숭인동1길 42-3,37.57690665869511,127.01949404366,3,동문타운 종로구 숭인동
종로구,부암동,부암스카이뷰,부암스카이뷰,부암스카이뷰,서울 종로구 부암동 218-1,서울 종로구 창의문로 166,37.59463432150491,126.96400333201404,3,부암스카이뷰 종로구 부암동
종로구,신교동,신현(102동),신현,신현아파트,서울 종로구 신교동 6-13,서울 종로구 필운대로10길 16,37.58358206052924,126.96786478898574,3,신현 종로구 신교동
종로구,당주동,세종,세종,세종빌딩,서울 종로구 당주동 100,서울 종로구 세종대로23길 54,37.5718236341982,126.973280712519,3,세종 종로구 당주동
종로구,연지동,아르젠종로,아르젠종로,아르젠종로,서울 종로구 연지동 163-3,서울 종로구 종로31길 54,37.573240311930775,126.99870046079684,3,아르젠종로 종로구 연지동
종로구,혜화동,혜화훼미리,혜화훼미리,혜화훼미리아파트,서울 종로구 혜화동 20-12,서울 종로구 혜화로8길 25,37.5881778900436,127.001077881983,3,혜화훼미리 종로구 혜화동
종로구,숭인동,할리우드파크아파트,할리우드파크아파트,할리우드파크아파트,서울 종로구 숭인동 56-135,서울 종로구 동망산길 120,37.57879806493759,127.01811678699308,3,할리우드파크아파트 종로구 숭인동
종로구,신문로2가,디팰리스,디팰리스,디팰리스오피스텔,서울 종로구 신문로2가 171,서울 종로구 새문안로2길 10,37.568701442085654,126.9722268652952,3,디팰리스 종로구 신문로2가
종로구,창신동,MID그린(9동),MID그린,엠아이디그린아파트,서울 종로구 창신동 601,서울 종로구 창신길 140-21,37.57785479424466,127.00994639024098,3,MID그린 종로구 창신동
종로구,숭인동,도시그린빌라,도시그린빌라,도시그린빌라,서울 종로구 숭인동 181-121,서울 종로구 숭인동1길 31,37.57653715426549,127.02007129419934,3,도시그린빌라 종로구 숭인동
종로구,평창동,르트랑시망,르트랑시망,르트랑시망아파트,서울 종로구 평창동 102,서울 종로구 평창25길 4,37.610145876970925,126.97483787213235,3,르트랑시망 종로구 평창동
종로구,평창동,노블레스빌,노블레스빌,노블레스빌아파트,서울 종로구 평창동 155-1,서울 종로구 평창문화로 81-6,37.607343600426645,126.97011960785012,3,노블레스빌 종로구 평창동
종로구,수송동,로얄팰리스스위트,로얄팰리스스위트,로얄팰리스스위트아파트,서울 종로구 수송동 85,서울 종로구 율곡로2길 7,37.57509757854117,126.98122639958028,3,로얄팰리스스위트 종로구 수송동
종로구,숭인동,동문A,동문A,동문타운,서울 종로구 숭인동 181-82,서울 종로구 숭인동1길 42-3,37.57690665869511,127.01949404366,3,동문A 종로구 숭인동
종로구,통인동,효자,효자,효자베이커리,서울 종로구 통인동 43-1,서울 종로구 필운대로 54,37.5809405633518,126.968667464836,3,효자 종로구 통인동
종로구,숭인동,숭인모범102동,숭인모범,숭인동아파트,서울 종로구 숭인동 569,서울 종로구 숭인동2길 53,37.577497794329275,127.01898250338334,3,숭인모범 종로구 숭인동
종로구,신교동,신현(101동),신현,신현아파트,서울 종로구 신교동 6-13,서울 종로구 필운대로10길 16,37.58358206052924,126.96786478898574,3,신현 종로구 신교동
종로구,효제동,이지마루종로,이지마루종로,이지마루종로아파트,서울 종로구 효제동 126-2,서울 종로구 김상옥로 55,37.5737249913324,127.003856758501,3,이지마루종로 종로구 효제동
종로구,창신동,삼흥,삼흥,삼흥아파트,서울 종로구 창신동 638-45,서울 종로구 창신7길 21-5,37.57588436933466,127.00933708912014,3,삼흥 종로구 창신동
종로구,숭인동,주숭보아파트,주숭보아파트,주숭보아파트,서울 종로구 숭인동 535,서울 종로구 보문로9길 51,37.5784634071544,127.020495209859,3,주숭보아파트 종로구 숭인동
종로구,동숭동,동성아파트(2동),동성아파트,동성아파트,서울 종로구 동숭동 4-161,서울 종로구 동숭4라길 29,37.58344210900409,127.00627441545834,3,동성아파트 종로구 동숭동
종로구,구기동,포시즌,포시즌,포시즌오피스텔,서울 종로구 구기동 95-15,서울 종로구 진흥로 450-5,37.606849758977894,126.957965687914,3,포시즌 종로구 구기동
종로구,충신동,힐스테이트창경궁,힐스테이트창경궁,힐스테이트창경궁아파트,서울 종로구 충신동 60,서울 종로구 율곡로 236,37.5752458345237,127.004832649507,3,힐스테이트창경궁 종로구 충신동
종로구,창신동,동문상가,동문상가,동문상가,서울 종로구 창신동 437-2,서울 종로구 종로44길 14,37.57051068022941,127.01112944521908,3,동문상가 종로구 창신동
중구,황학동,롯데캐슬,롯데캐슬,롯데캐슬베네치아아파트,서울 중구 황학동 2545,서울 중구 청계천로 400,37.57114893748801,127.02158895337772,3,롯데캐슬 중구 황학동
중구,신당동,남산타운,남산타운,남산타운아파트,서울 중구 신당동 844,서울 중구 다산로 32,37.5465805104561,127.00703402265,3,남산타운 중구 신당동
중구,신당동,글로리안(A),글로리안,글로리안아파트,서울 중구 신당동 432-986,서울 중구 동호로11바길 17,37.5507251374094,127.00645613275653,3,글로리안 중구 신당동
중구,회현동1가,남산롯데캐슬아이리스,남산롯데캐슬아이리스,남산롯데캐슬아이리스아파트,서울 중구 회현동1가 208,서울 중구 소공로 35,37.558259875641106,126.9819232717916,3,남산롯데캐슬아이리스 중구 회현동1가
중구,황학동,황학아크로타워,황학아크로타워,황학아크로타워아파트,서울 중구 황학동 2523,서울 중구 퇴계로 447,37.5660798324391,127.0221489099916,3,황학아크로타워 중구 황학동
중구,신당동,약수하이츠,약수하이츠,약수하이츠아파트,서울 중구 신당동 842,서울 중구 동호로10길 30,37.55506002671394,127.01449516875203,3,약수하이츠 중구 신당동
중구,흥인동,청계천두산위브더제니스,청계천두산위브더제니스,청계천두산위브더제니스오피스텔,서울 중구 흥인동 13-1,서울 중구 다산로46길 17,37.566879855130615,127.01709971190802,3,청계천두산위브더제니스 중구 흥인동
중구,신당동,신당푸르지오,신당푸르지오,신당푸르지오아파트,서울 중구 신당동 850,서울 중구 다산로36길 110,37.55920028966219,127.01950301121796,3,신당푸르지오 중구 신당동
중구,신당동,래미안하이베르,래미안하이베르,래미안신당하이베르아파트,서울 중구 신당동 851,서울 중구 퇴계로90길 74,37.56136577190546,127.02240104277752,3,래미안하이베르 중구 신당동
중구,중림동,삼성사이버빌리지,삼성사이버빌리지,중림삼성사이버빌리지아파트,서울 중구 중림동 200,서울 중구 중림로 10,37.55811560607746,126.965304338522,3,삼성사이버빌리지 중구 중림동
중구,황학동,DUO302,DUO302,DUO302,서울 중구 황학동 819,서울 중구 난계로 169,37.56658238286129,127.02321757428464,3,DUO302 중구 황학동
중구,황학동,한양I-Class,한양I-Class,한양아이클래스,서울 중구 황학동 787,서울 중구 난계로 173,37.5671067463774,127.023299234551,3,한양I-Class 중구 황학동
중구,신당동,현대,현대,신당현대아파트,서울 중구 신당동 840,서울 중구 다산로36길 109,37.55997114911229,127.02175776171067,3,현대 중구 신당동
중구,신당동,신당아르브,신당아르브,신당아르브,서울 중구 신당동 160-5,서울 중구 난계로 151,37.56496958375984,127.02329970079998,3,신당아르브 중구 신당동
중구,남창동,경서,경서,경서아파트,서울 중구 남창동 205-44,서울 중구 퇴계로2길 15-6,37.55678692304148,126.9776953953013,3,경서 중구 남창동
중구,신당동,노블레스하우스,노블레스하우스,노블레스하우스아파트,서울 중구 신당동 290-67,서울 중구 다산로34길 26,37.5613604760142,127.016219023913,3,노블레스하우스 중구 신당동
중구,신당동,남산정은스카이,남산정은스카이,남산정은스카이아파트,서울 중구 신당동 366-126,서울 중구 다산로 56,37.548854572860215,127.00795764960311,3,남산정은스카이 중구 신당동
중구,중림동,브라운스톤서울,브라운스톤서울,브라운스톤서울오피스텔,서울 중구 중림동 355,서울 중구 청파로 464,37.56072846238842,126.96838845031336,3,브라운스톤서울 중구 중림동
중구,회현동1가,평화,평화,평화아파트,서울 중구 회현동1가 97-2,서울 중구 퇴계로8길 23,37.55824873265742,126.97987702358172,3,평화 중구 회현동1가
중구,신당동,신당역솔하임,신당역솔하임,신당역솔하임,서울 중구 신당동 140-23,서울 중구 퇴계로 448,37.565425891395414,127.02115605365864,3,신당역솔하임 중구 신당동
중구,충무로4가,진양상가,진양상가,진양상가아파트,서울 중구 충무로4가 120-3,서울 중구 퇴계로 217,37.562402171337425,126.9959389624403,3,진양상가 중구 충무로4가
중구,황학동,중구리버빌,중구리버빌,중구리버빌아파트,서울 중구 황학동 981,서울 중구 난계로13길 17,37.56719339309214,127.02252050659712,3,중구리버빌 중구 황학동
중구,오장동,이지마루오장,이지마루오장,이지마루오장오피스텔,서울 중구 오장동 206-34,서울 중구 마른내로 126-1,37.56440964487026,127.00196492485456,3,이지마루오장 중구 오장동
중구,황학동,황학동코아루,황학동코아루,황학코아루아파트,서울 중구 황학동 882,서울 중구 난계로11길 30,37.5667428995018,127.02249773288362,3,황학동코아루 중구 황학동
중구,회현동2가,쌍용남산플래티넘,쌍용남산플래티넘,쌍용남산플래티넘아파트,서울 중구 회현동2가 87,서울 중구 소공로 46,37.559402531080366,126.98321776738877,3,쌍용남산플래티넘 중구 회현동2가
중구,남대문로5가,남산트라팰리스,남산트라팰리스,남산트라팰리스아파트,서울 중구 남대문로5가 827,서울 중구 소월로2길 30,37.553784458801026,126.97596251286036,3,남산트라팰리스 중구 남대문로5가
