gu,bjd,apt_name_raw,apt_name_clean,matched_name,matched_addr,matched_road,lat,lng,match_level,query
광진구,구의동,한솔아파트,한솔아파트,한솔아파트,서울 광진구 구의동 56-6,서울 광진구 자양로44길 15,37.55076836862136,127.09250210991424,3,한솔아파트 광진구 구의동
광진구,구의동,신덕하이빌,신덕하이빌,신덕하이빌아파트,서울 광진구 구의동 224-7,서울 광진구 구의로 52,37.542419585161745,127.09034187519607,3,신덕하이빌 광진구 구의동
광진구,자양동,경남아너스빌,경남아너스빌,경남아너스빌아파트,서울 광진구 자양동 666-28,서울 광진구 자양로3길 55,37.529478744920574,127.08392740185867,3,경남아너스빌 광진구 자양동
광진구,중곡동,삼보드림,삼보드림,삼보드림아파트,서울 광진구 중곡동 107-4,서울 광진구 영화사로7길 4,37.55592937038762,127.0923907880142,3,삼보드림 광진구 중곡동
광진구,자양동,자양동명진센트라임,자양동명진센트라임,자양동명진센트라임,서울 광진구 자양동 219-11,서울 광진구 아차산로46가길 15,37.5364187964024,127.081870290781,3,자양동명진센트라임 광진구 자양동
광진구,중곡동,신성그랜드타워,신성그랜드타워,신성그랜드타워아파트,서울 광진구 중곡동 231-1,서울 광진구 면목로 127,37.56506610140318,127.08045848623767,3,신성그랜드타워 광진구 중곡동
광진구,자양동,명성,명성,명성주차장,서울 광진구 자양동 24-19,,37.54010353059202,127.06340708519768,3,명성 광진구 자양동
광진구,자양동,진넥스빌,진넥스빌,진넥스빌아파트,서울 광진구 자양동 588-20,서울 광진구 자양강변길 251,37.53047370353736,127.07267378845565,3,진넥스빌 광진구 자양동
광진구,자양동,자양훼밀리,자양훼밀리,자양훼미리아파트,서울 광진구 자양동 678-8,서울 광진구 자양로3길 14-17,37.531052822439094,127.08514651386533,3,자양훼밀리 광진구 자양동
광진구,중곡동,욱현,욱현,하이브III(욱현하이브3),서울 광진구 중곡동 699,서울 광진구 용마산로1길 7,37.55456959025796,127.0878995762279,3,욱현 광진구 중곡동
광진구,중곡동,대영1동,대영,대영아파트,서울 광진구 중곡동 133-7,서울 광진구 용마산로1길 78,37.55616942986416,127.0846544813258,3,대영 광진구 중곡동
광진구,구의동,한영해시안아파트,한영해시안아파트,한영해시안아파트,서울 광진구 구의동 71-6,,37.548976425097,127.089986533251,3,한영해시안아파트 광진구 구의동
광진구,중곡동,테라팰리스중곡1,테라팰리스중곡1,다니케이크,서울 광진구 중곡동 624-19,서울 광진구 동일로64길 39,37.5603499775218,127.076865584917,3,테라팰리스중곡1 광진구 중곡동
광진구,중곡동,그랑,그랑,그랑아파트,서울 광진구 중곡동 51-31,서울 광진구 능동로42길 49,37.558850627969,127.08362759048204,3,그랑 광진구 중곡동
광진구,중곡동,웰빙,웰빙,웰빙아파트,서울 광진구 중곡동 35-10,서울 광진구 능동로48길 49,37.5620469609107,127.085448887009,3,웰빙 광진구 중곡동
광진구,화양동,캠퍼스프라자,캠퍼스프라자,캠퍼스프라자아파트,서울 광진구 화양동 9-91,서울 광진구 동일로22길 81,37.54151154254091,127.06868796255908,3,캠퍼스프라자 광진구 화양동
광진구,구의동,구의동현진에버빌,구의동현진에버빌,구의동현진에버빌아파트,서울 광진구 구의동 660,서울 광진구 광나루로46길 21,37.542734873450165,127.09274564877336,3,구의동현진에버빌 광진구 구의동
광진구,자양동,기산빌라트,기산빌라트,기산빌라트,서울 광진구 자양동 643-19,서울 광진구 뚝섬로52마길 42-15,37.5280260148759,127.08049787802848,3,기산빌라트 광진구 자양동
광진구,구의동,우남위시빌,우남위시빌,우남위시빌아파트,서울 광진구 구의동 591-29,서울 광진구 아차산로58길 55,37.535415706653176,127.08969303589556,3,우남위시빌 광진구 구의동
광진구,자양동,그린,그린,그린플레이트 건대점,서울 광진구 자양동 227-7,서울 광진구 아차산로 272,37.5384898361403,127.072787926378,3,그린 광진구 자양동
광진구,중곡동,한영해시안아파트,한영해시안아파트,한영해시안아파트,서울 광진구 중곡동 238-6,서울 광진구 동일로 380,37.564468387887565,127.07693320094164,3,한영해시안아파트 광진구 중곡동
광진구,구의동,데쟈뷰아파트,데쟈뷰아파트,데쟈뷰아파트,서울 광진구 구의동 45-11,서울 광진구 자양로44가길 4,37.550204663391,127.094375432159,3,데쟈뷰아파트 광진구 구의동
광진구,자양동,태원강변,태원강변,태원강변아파트,서울 광진구 자양동 588,서울 광진구 자양번영로1길 43,37.53058929817026,127.07223945926916,3,태원강변 광진구 자양동
광진구,구의동,나크빌라트,나크빌라트,나크빌라트,서울 광진구 구의동 590-7,서울 광진구 아차산로58가길 11,37.53602277552309,127.08996304560053,3,나크빌라트 광진구 구의동
광진구,구의동,강변힐하우스,강변힐하우스,힐하우스,서울 광진구 구의동 596-1,서울 광진구 뚝섬로66길 7,37.5336456429673,127.090347130187,3,강변힐하우스 광진구 구의동
광진구,구의동,솔렌시아,솔렌시아,솔렌시아,서울 광진구 구의동 251-177,서울 광진구 자양로 154,37.541242187987166,127.08395416412888,3,솔렌시아 광진구 구의동
광진구,구의동,파크타운,파크타운,파크타운아파트,서울 광진구 구의동 665,서울 광진구 천호대로 671,37.5513393076597,127.090556341244,3,파크타운 광진구 구의동
광진구,구의동,파르네빌,파르네빌,파르네빌아파트,서울 광진구 구의동 587-58,서울 광진구 구의강변로3길 16,37.53605686188816,127.09133439197456,3,파르네빌 광진구 구의동
광진구,구의동,욱현(208-1),욱현,욱현아파트,서울 광진구 구의동 208-1,서울 광진구 아차산로65길 57,37.5422595291804,127.092256237329,3,욱현 광진구 구의동
광진구,구의동,광진파크프라이빗,광진파크프라이빗,광진파크프라이빗아파트,서울 광진구 구의동 670,서울 광진구 구의로16길 28-1,37.5432472088561,127.09201982913608,3,광진파크프라이빗 광진구 구의동
광진구,중곡동,호동,호동,호동아파트,서울 광진구 중곡동 254-12,서울 광진구 긴고랑로4길 53,37.561492580988336,127.07665058022911,3,호동 광진구 중곡동
광진구,중곡동,광남캐스빌3차,광남캐스빌3차,광남캐스빌3차아파트,서울 광진구 중곡동 646-10,서울 광진구 천호대로107길 26,37.55889251482435,127.07906427856751,3,광남캐스빌3차 광진구 중곡동
광진구,자양동,파라다이스리버빌,파라다이스리버빌,파라다이스리버빌아파트,서울 광진구 자양동 690-58,서울 광진구 자양로4나길 44,37.53016375581663,127.0885214549831,3,파라다이스리버빌 광진구 자양동
광진구,중곡동,삼보글로벌102동,삼보글로벌,삼보글로벌아파트,서울 광진구 중곡동 647-1,서울 광진구 긴고랑로14길 63,37.5597332096143,127.080303354049,3,삼보글로벌 광진구 중곡동
광진구,구의동,삼성로얄아파트,삼성로얄아파트,삼성로얄아파트,서울 광진구 구의동 16-26,서울 광진구 영화사로 87,37.5549104546627,127.095644371399,3,삼성로얄아파트 광진구 구의동
광진구,광장동,한강현대아파트,한강현대아파트,한강현대아파트,서울 광진구 광장동 457-24,서울 광진구 아차산로70길 30,37.54189471512436,127.10095610878471,3,한강현대아파트 광진구 광장동
광진구,자양동,태천해오름주상복합,태천해오름주상복합,태천해오름아파트,서울 광진구 자양동 219-31,서울 광진구 아차산로46가길 23,37.5363275273303,127.0822560135,3,태천해오름주상복합 광진구 자양동
광진구,자양동,삼성홈타운,삼성홈타운,삼성홈타운7차,서울 광진구 자양동 795-5,서울 광진구 아차산로 316-11,37.53744582905115,127.07803689164574,3,삼성홈타운 광진구 자양동
광진구,구의동,대성빌라트(552-6),대성빌라트,대성빌라트,서울 광진구 구의동 552-6,서울 광진구 영화사로15길 27,37.5554170636084,127.0953371875715,3,대성빌라트 광진구 구의동
광진구,자양동,유림,유림,카페유림,서울 광진구 자양동 594,서울 광진구 뚝섬로52길 66,37.5292154294545,127.077668551376,3,유림 광진구 자양동
광진구,자양동,광진하나플러스,광진하나플러스,광진하나플러스아파트,서울 광진구 자양동 811,서울 광진구 뚝섬로46길 74,37.52954915955134,127.07572751467993,3,광진하나플러스 광진구 자양동
광진구,중곡동,에이탑,에이탑,에이탑아파트,서울 광진구 중곡동 168-1,서울 광진구 능동로 437,37.56803335609798,127.0852021741646,3,에이탑 광진구 중곡동
광진구,중곡동,삼보글로벌101동,삼보글로벌,삼보글로벌아파트,서울 광진구 중곡동 647-1,서울 광진구 긴고랑로14길 63,37.5597332096143,127.080303354049,3,삼보글로벌 광진구 중곡동
광진구,구의동,삼성로얄,삼성로얄,삼성로얄아파트,서울 광진구 구의동 16-26,서울 광진구 영화사로 87,37.5549104546627,127.095644371399,3,삼성로얄 광진구 구의동
광진구,광장동,워커힐리버빌,워커힐리버빌,워커힐리버빌아파트,서울 광진구 광장동 124,서울 광진구 아차산로78가길 3,37.5497445364326,127.10968829774,3,워커힐리버빌 광진구 광장동
광진구,구의동,욱현아파트,욱현아파트,욱현아파트,서울 광진구 구의동 208-1,서울 광진구 아차산로65길 57,37.5422595291804,127.092256237329,3,욱현아파트 광진구 구의동
광진구,자양동,자양호반써밋,자양호반써밋,자양호반써밋아파트,서울 광진구 자양동 861,서울 광진구 능동로 69,37.53746505457385,127.06885510142054,3,자양호반써밋 광진구 자양동
광진구,중곡동,엘림퍼스트중곡동,엘림퍼스트중곡동,엘림퍼스트중곡아파트,서울 광진구 중곡동 190-29,,37.5663849830627,127.078036509507,3,엘림퍼스트중곡동 광진구 중곡동
광진구,구의동,광남캐스빌,광남캐스빌,광남캐스빌아파트(198-4번지),서울 광진구 구의동 198-4,서울 광진구 광나루로54길 13,37.54010517773367,127.09572955476024,3,광남캐스빌 광진구 구의동
광진구,중곡동,삼성로얄2,삼성로얄2,삼성로얄2아파트,서울 광진구 중곡동 109-13,서울 광진구 자양로53길 40,37.555102377740326,127.09223358856116,3,삼성로얄2 광진구 중곡동
광진구,구의동,구의자이르네,구의자이르네,구의자이르네아파트,서울 광진구 구의동 671,서울 광진구 광나루로39길 11,37.54537341157353,127.0886899367665,3,구의자이르네 광진구 구의동
광진구,구의동,동우아파트,동우아파트,동우아파트,서울 광진구 구의동 31-9,서울 광진구 자양로 304,37.5524835008096,127.092970485289,3,동우아파트 광진구 구의동
광진구,화양동,위너스힐(111-89),위너스힐,위너스힐오피스텔,서울 광진구 화양동 111-89,서울 광진구 광나루로20길 34,37.5456006931764,127.073966029579,3,위너스힐 광진구 화양동
광진구,자양동,자양동삼성,자양동삼성,삼성스토어 롯데스타시티,서울 광진구 자양동 227-342,서울 광진구 능동로 92,37.53902695250809,127.07111158751718,3,자양동삼성 광진구 자양동
광진구,구의동,e편한세상광진그랜드파크,e편한세상광진그랜드파크,e편한세상광진그랜드파크아파트,서울 광진구 구의동 680,서울 광진구 광나루로 458,37.544255591275835,127.08070769118956,3,e편한세상광진그랜드파크 광진구 구의동
광진구,군자동,호동,호동,호동아파트,서울 광진구 군자동 343-12,서울 광진구 동일로38길 17-2,37.55137455130681,127.07059822159314,3,호동 광진구 군자동
광진구,화양동,(20-3),,건대맛의거리,서울 광진구 화양동 6-4,,37.5406780333481,127.070361832869,3, 광진구 화양동
광진구,자양동,청정(A),청정,청정팰리스,서울 광진구 자양동 548,서울 광진구 능동로7길 20,37.5374628654583,127.067968033574,3,청정 광진구 자양동
광진구,화양동,더메종건대,더메종건대,더메종건대,서울 광진구 화양동 23-5,서울 광진구 동일로 174,37.54749402195762,127.067393228153,3,더메종건대 광진구 화양동
광진구,광장동,흥화빌라트,흥화빌라트,흥화빌라트,서울 광진구 광장동 188-27,서울 광진구 구천면로 29,37.546440102777616,127.1092262906057,3,흥화빌라트 광진구 광장동
광진구,구의동,스타파크,스타파크,스타파크아파트,서울 광진구 구의동 80-37,,37.545675767255,127.085541092495,3,스타파크 광진구 구의동
광진구,화양동,광진스위트엠아파트,광진스위트엠아파트,광진스위트엠아파트,서울 광진구 화양동 532,서울 광진구 광나루로20길 23,37.54583369956362,127.07452639585242,3,광진스위트엠아파트 광진구 화양동
광진구,구의동,도성,도성,도성아파트,서울 광진구 구의동 235-30,서울 광진구 자양로32길 16,37.54418426333386,127.08602369724387,3,도성 광진구 구의동
광진구,자양동,자양하늘채베르,자양하늘채베르,자양하늘채베르아파트,서울 광진구 자양동 862,서울 광진구 자양로 55,37.53256876241428,127.08451126606997,3,자양하늘채베르 광진구 자양동
광진구,자양동,그랜드아파트,그랜드아파트,그랜드아파트,서울 광진구 자양동 636-11,,37.5315341950294,127.079639542863,3,그랜드아파트 광진구 자양동
광진구,자양동,롯데캐슬리버파크시그니쳐,롯데캐슬리버파크시그니쳐,롯데캐슬리버파크시그니처아파트,서울 광진구 자양동 236,서울 광진구 뚝섬로 467,37.53760809589768,127.06277927270288,3,롯데캐슬리버파크시그니쳐 광진구 자양동
광진구,구의동,광진파크하우스,광진파크하우스,광진파크하우스,서울 광진구 구의동 682,서울 광진구 자양로 227,37.547372724094174,127.08748713959028,3,광진파크하우스 광진구 구의동
광진구,구의동,스타파크아파트,스타파크아파트,스타파크아파트,서울 광진구 구의동 80-37,,37.545675767255,127.085541092495,3,스타파크아파트 광진구 구의동
광진구,화양동,광진청년생활,광진청년생활,광진청년생활,서울 광진구 화양동 18-12,서울 광진구 동일로30길 31,37.5476777489112,127.069085159338,3,광진청년생활 광진구 화양동
광진구,구의동,현대팰리스,현대팰리스,현대팰리스,서울 광진구 구의동 231-18,,37.543262397278,127.088654621057,3,현대팰리스 광진구 구의동
광진구,자양동,대보아파트(798-3),대보아파트,대보아파트,서울 광진구 자양동 798-3,서울 광진구 아차산로40길 16-9,37.536880085723645,127.07790844794376,3,대보아파트 광진구 자양동
광진구,구의동,옥산그린타워,옥산그린타워,옥산그린타워,서울 광진구 구의동 587-64,서울 광진구 구의강변로 53,37.5357374735897,127.091894062915,3,옥산그린타워 광진구 구의동
광진구,광장동,광장르엣지29,광장르엣지29,광장르엣지29아파트,서울 광진구 광장동 530-1,서울 광진구 광나루로 589,37.5429813144828,127.094428561072,3,광장르엣지29 광진구 광장동
광진구,화양동,화양동동도센트리움캠퍼스파크,화양동동도센트리움캠퍼스파크,화양동동도센트리움캠퍼스파크,서울 광진구 화양동 116-2,서울 광진구 광나루로 370,37.547676632219165,127.07096816712613,3,화양동동도센트리움캠퍼스파크 광진구 화양동
광진구,자양동,이스트폴,이스트폴,풀만 앰배서더 서울 이스트폴,서울 광진구 자양동 870,서울 광진구 아차산로 410,37.5370875241688,127.087880183304,3,이스트폴 광진구 자양동
광진구,구의동,선화아파트,선화아파트,선화아파트,서울 광진구 구의동 47-3,서울 광진구 자양로48길 16,37.551288817090786,127.09292033947472,3,선화아파트 광진구 구의동
광진구,중곡동,랜드,랜드,스마일 게임랜드,서울 광진구 중곡동 124-65,서울 광진구 용마산로 47,37.5578016656595,127.087632879958,3,랜드 광진구 중곡동
광진구,중곡동,백악관타워,백악관타워,백악관타워아파트,서울 광진구 중곡동 93-13,,37.5537064363598,127.08909930348,3,백악관타워 광진구 중곡동
동대문구,답십리동,동아,동아,동아아파트,서울 동대문구 답십리동 10,서울 동대문구 한천로11길 10-1,37.569341802916576,127.06170904439826,3,동아 동대문구 답십리동
동대문구,장안동,태솔아파트3차,태솔아파트3차,태솔3차아파트,서울 동대문구 장안동 346-1,서울 동대문구 장한로26가길 53,37.569292433504465,127.07099772663608,3,태솔아파트3차 동대문구 장안동
동대문구,제기동,공성,공성,공성아파트,서울 동대문구 제기동 892-65,,37.58096449957048,127.0358700808638,3,공성 동대문구 제기동
동대문구,청량리동,광남캐스빌,광남캐스빌,광남캐스빌아파트,서울 동대문구 청량리동 425,서울 동대문구 홍릉로12길 29,37.58609451069109,127.04452592667022,3,광남캐스빌 동대문구 청량리동
동대문구,청량리동,미주,미주,미주아파트,서울 동대문구 청량리동 235-11,서울 동대문구 약령시로 154,37.5834583679649,127.046441099047,3,미주 동대문구 청량리동
동대문구,제기동,한신아파트,한신아파트,한신아파트,서울 동대문구 제기동 1212,서울 동대문구 고산자로 534,37.58892463122479,127.03915286827284,3,한신아파트 동대문구 제기동
동대문구,휘경동,현대,현대,현대자동차 휘경대리점,서울 동대문구 휘경동 308-144,서울 동대문구 망우로 56,37.5891466717479,127.05971905621,3,현대 동대문구 휘경동
동대문구,휘경동,휘경센트레빌,휘경센트레빌,휘경센트레빌아파트,서울 동대문구 휘경동 367,서울 동대문구 외대역동로 14,37.591026839756054,127.06839376161754,3,휘경센트레빌 동대문구 휘경동
동대문구,전농동,전농SK,전농SK,전농SK1차아파트,서울 동대문구 전농동 10,서울 동대문구 사가정로 148,37.57664050461763,127.06046527927865,3,전농SK 동대문구 전농동
동대문구,장안동,장안현대홈타운(336),장안현대홈타운,장안현대홈타운1차아파트,서울 동대문구 장안동 336,서울 동대문구 장안벚꽃로 107,37.5700227869319,127.074496157311,3,장안현대홈타운 동대문구 장안동
동대문구,용두동,동대문푸르지오시티(도시형생활주택),동대문푸르지오시티,동대문푸르지오시티,서울 동대문구 용두동 104-3,서울 동대문구 왕산로 86,37.577724500763665,127.03285948285392,3,동대문푸르지오시티 동대문구 용두동
동대문구,이문동,쌍용,쌍용,쌍용아파트,서울 동대문구 이문동 64,서울 동대문구 한천로58길 47,37.59978440549867,127.06851501787186,3,쌍용 동대문구 이문동
동대문구,장안동,서희스타힐스,서희스타힐스,서희스타힐스아파트,서울 동대문구 장안동 365-4,서울 동대문구 장한로20길 7,37.5689982133184,127.070320548224,3,서희스타힐스 동대문구 장안동
동대문구,답십리동,신답극동,신답극동,신답극동아파트,서울 동대문구 답십리동 464-1,서울 동대문구 서울시립대로 5,37.572694178734075,127.04412514541286,3,신답극동 동대문구 답십리동
동대문구,답십리동,센시티16,센시티16,센시티16,서울 동대문구 답십리동 488-18,서울 동대문구 전농로 16,37.5662801723375,127.05640018416,3,센시티16 동대문구 답십리동
동대문구,휘경동,동양1차,동양1차,동양1차아파트,서울 동대문구 휘경동 115,서울 동대문구 망우로 135,37.59258415766906,127.06769316355307,3,동양1차 동대문구 휘경동
동대문구,휘경동,주공2,주공2,주공2단지아파트,서울 동대문구 휘경동 57,서울 동대문구 한천로 248,37.58352387615069,127.06907751347816,3,주공2 동대문구 휘경동
동대문구,휘경동,휘경동일하이빌,휘경동일하이빌,휘경동일하이빌아파트,서울 동대문구 휘경동 365,서울 동대문구 장안벚꽃로5길 10,37.582345533896465,127.07329930847096,3,휘경동일하이빌 동대문구 휘경동
동대문구,휘경동,롯데낙천대,롯데낙천대,휘경롯데낙천대아파트,서울 동대문구 휘경동 109,서울 동대문구 외대역동로1길 24,37.591728514798696,127.06392415215949,3,롯데낙천대 동대문구 휘경동
동대문구,답십리동,답십리대우,답십리대우,답십리대우아파트,서울 동대문구 답십리동 111,서울 동대문구 답십리로41길 33,37.57339671382149,127.05343064143318,3,답십리대우 동대문구 답십리동
동대문구,전농동,전농동삼성래미안,전농동삼성래미안,삼성레미안세탁소,서울 동대문구 전농동 688-3,서울 동대문구 사가정로17길 15,37.57866439756654,127.0599552135712,3,전농동삼성래미안 동대문구 전농동
동대문구,용두동,롯데캐슬피렌체,롯데캐슬피렌체,롯데캐슬피렌체아파트,서울 동대문구 용두동 790,서울 동대문구 정릉천동로 58,37.57718397330088,127.03572336328868,3,롯데캐슬피렌체 동대문구 용두동
동대문구,장안동,다우하임,다우하임,다우하임아파트,서울 동대문구 장안동 344-2,서울 동대문구 장한로26가길 11,37.57119202870594,127.07199453280565,3,다우하임 동대문구 장안동
동대문구,이문동,민족통일MJ캠퍼스외대2차,민족통일MJ캠퍼스외대2차,민족통일MJ캠퍼스외대2차아파트,서울 동대문구 이문동 327-4,서울 동대문구 이문로 94,37.5951455037683,127.059663836144,3,민족통일MJ캠퍼스외대2차 동대문구 이문동
동대문구,장안동,래미안장안2차,래미안장안2차,래미안장안2차아파트,서울 동대문구 장안동 329-3,서울 동대문구 장안벚꽃로 167,37.57396497479295,127.07538758267157,3,래미안장안2차 동대문구 장안동
동대문구,용두동,신동아,신동아,신동아아파트,서울 동대문구 용두동 779,서울 동대문구 무학로26길 30,37.572698001958706,127.03231618087726,3,신동아 동대문구 용두동
동대문구,전농동,동아,동아,동아아파트,서울 동대문구 전농동 645-2,서울 동대문구 서울시립대로 31,37.574881194025224,127.04570221814836,3,동아 동대문구 전농동
동대문구,회기동,베라체캠퍼스,베라체캠퍼스,회기역한일베라체캠퍼스아파트,서울 동대문구 회기동 346-18,서울 동대문구 이문로 37,37.590817105663,127.056056369056,3,베라체캠퍼스 동대문구 회기동
동대문구,장안동,엘림하우스2차,엘림하우스2차,엘림하우스2차,서울 동대문구 장안동 426-3,서울 동대문구 장한로9길 25,37.5658275649113,127.065706246137,3,엘림하우스2차 동대문구 장안동
동대문구,답십리동,현대썬앤빌청계,현대썬앤빌청계,현대썬앤빌청계,서울 동대문구 답십리동 530-15,서울 동대문구 고미술로 71,37.56616183021804,127.0551527460643,3,현대썬앤빌청계 동대문구 답십리동
동대문구,장안동,장안현대,장안현대,장안현대홈타운1차아파트,서울 동대문구 장안동 336,서울 동대문구 장안벚꽃로 107,37.5700227869319,127.074496157311,3,장안현대 동대문구 장안동
동대문구,휘경동,브라운스톤휘경,브라운스톤휘경,브라운스톤휘경아파트,서울 동대문구 휘경동 368,서울 동대문구 망우로20길 86,37.59047291580242,127.0664910519866,3,브라운스톤휘경 동대문구 휘경동
동대문구,답십리동,답십리청솔우성,답십리청솔우성,답십리청솔우성1차아파트,서울 동대문구 답십리동 80,서울 동대문구 전농로10길 20,37.5746549056229,127.060087841828,3,답십리청솔우성 동대문구 답십리동
동대문구,용두동,래미안 허브리츠,래미안 허브리츠,래미안허브리츠아파트,서울 동대문구 용두동 792,서울 동대문구 정릉천동로 36,37.57534945259667,127.0360394566192,3,래미안 허브리츠 동대문구 용두동
동대문구,장안동,르메이에르7차(313-8),르메이에르7차,르메이에르장안타운7차오피스텔,서울 동대문구 장안동 313-8,서울 동대문구 장한로28가길 115,37.57814361024619,127.07279707543545,3,르메이에르7차 동대문구 장안동
동대문구,답십리동,동답한신,동답한신,동답한신아파트,서울 동대문구 답십리동 42,서울 동대문구 답십리로 210-30,37.57081176893789,127.06257960696196,3,동답한신 동대문구 답십리동
동대문구,휘경동,동일스위트리버,동일스위트리버,동일스위트리버아파트,서울 동대문구 휘경동 366,서울 동대문구 한천로 300,37.58741188431912,127.06869388806656,3,동일스위트리버 동대문구 휘경동
동대문구,장안동,스타파크아파트,스타파크아파트,스타파크아파트,서울 동대문구 장안동 456-8,서울 동대문구 천호대로97길 26,37.56193948826837,127.07086058791158,3,스타파크아파트 동대문구 장안동
동대문구,이문동,대림e-편한세상,대림e-편한세상,이문e편한세상아파트,서울 동대문구 이문동 225,서울 동대문구 한천로63길 10,37.60452201412,127.0649724465962,3,대림e-편한세상 동대문구 이문동
동대문구,이문동,투니온,투니온,투니온,서울 동대문구 이문동 256-2,서울 동대문구 이문로 190,37.60350719141346,127.06219929924704,3,투니온 동대문구 이문동
동대문구,답십리동,두산위브,두산위브,답십리두산위브아파트,서울 동대문구 답십리동 998,서울 동대문구 황물로15길 25,37.56618674409904,127.05769500262784,3,두산위브 동대문구 답십리동
동대문구,장안동,금성아파트,금성아파트,금성아파트,서울 동대문구 장안동 93-128,서울 동대문구 사가정로23가길 23,37.580497806549545,127.071487249219,3,금성아파트 동대문구 장안동
동대문구,장안동,가우디트윈캐슬2,가우디트윈캐슬2,가우디트윈캐슬2아파트,서울 동대문구 장안동 374-8,서울 동대문구 한천로24길 74-9,37.56828481741423,127.06846012054324,3,가우디트윈캐슬2 동대문구 장안동
동대문구,장안동,JS아파트,JS아파트,제이에스아파트,서울 동대문구 장안동 455-10,서울 동대문구 천호대로95길 16,37.56242445644224,127.07047282649188,3,JS아파트 동대문구 장안동
동대문구,답십리동,우성그린,우성그린,우성그린아파트,서울 동대문구 답십리동 989-1,서울 동대문구 답십리로59길 33,37.57486436940351,127.0660243607457,3,우성그린 동대문구 답십리동
동대문구,장안동,장안푸르미에,장안푸르미에,장안푸르미에,서울 동대문구 장안동 466-5,서울 동대문구 천호대로97길 9,37.56135981897649,127.06990025318008,3,장안푸르미에 동대문구 장안동
동대문구,회기동,회기힐스테이트,회기힐스테이트,회기힐스테이트아파트,서울 동대문구 회기동 351,서울 동대문구 회기로26길 15,37.59041128283582,127.0529695166354,3,회기힐스테이트 동대문구 회기동
동대문구,답십리동,청계푸르지오시티,청계푸르지오시티,청계푸르지오시티,서울 동대문구 답십리동 497-23,서울 동대문구 천호대로 257,37.56913985802194,127.0506000128467,3,청계푸르지오시티 동대문구 답십리동
동대문구,답십리동,청계지웰에스테이트,청계지웰에스테이트,청계지웰에스테이트,서울 동대문구 답십리동 498-7,서울 동대문구 사가정로 6,37.570171056727695,127.04951516443592,3,청계지웰에스테이트 동대문구 답십리동
동대문구,장안동,장안뉴시티,장안뉴시티,장안뉴시티,서울 동대문구 장안동 372-5,서울 동대문구 장한로 105,37.57009134327664,127.06994576690624,3,장안뉴시티 동대문구 장안동
동대문구,장안동,유엔팰리스(131-1),유엔팰리스,유엔팰리스아파트,서울 동대문구 장안동 131-1,서울 동대문구 한천로32길 37,37.57461381334187,127.06930700732693,3,유엔팰리스 동대문구 장안동
동대문구,용두동,용두두산위브,용두두산위브,용두두산위브아파트,서울 동대문구 용두동 791,서울 동대문구 정릉천동로 16,37.57342847813521,127.03621512375923,3,용두두산위브 동대문구 용두동
동대문구,장안동,일성트루엘,일성트루엘,일성트루엘아파트,서울 동대문구 장안동 581,서울 동대문구 천호대로83길 71-7,37.5652961572814,127.0653820610274,3,일성트루엘 동대문구 장안동
동대문구,장안동,U-포그니,U-포그니,U-포그니아파트,서울 동대문구 장안동 319-6,서울 동대문구 장한로28가길 114,37.57800283061204,127.07316033434024,3,U-포그니 동대문구 장안동
동대문구,제기동,현대,현대,현대모비스 대흥케이,서울 동대문구 제기동 136-206,서울 동대문구 고산자로60길 9,37.5889396670132,127.037237125311,3,현대 동대문구 제기동
동대문구,장안동,르메이에르장안타운3차,르메이에르장안타운3차,장안타운르메이에르3차아파트,서울 동대문구 장안동 337-3,서울 동대문구 장한로26다길 13,37.5708459911796,127.07354612553492,3,르메이에르장안타운3차 동대문구 장안동
동대문구,이문동,중앙하이츠빌,중앙하이츠빌,중앙하이츠빌아파트,서울 동대문구 이문동 84,서울 동대문구 외대역동로 101,37.59658267778021,127.06462130646808,3,중앙하이츠빌 동대문구 이문동
동대문구,장안동,(아이엔에스새터),,장안평제방길,서울 동대문구 장안동,,37.5726339014378,127.077251765966,3, 동대문구 장안동
동대문구,제기동,이수브라운스톤,이수브라운스톤,이수브라운스톤아파트,서울 동대문구 제기동 252,서울 동대문구 왕산로23길 89,37.58225153913395,127.03445778868216,3,이수브라운스톤 동대문구 제기동
동대문구,장안동,태솔에버빌2차,태솔에버빌2차,태솔에버빌2차아파트,서울 동대문구 장안동 383-10,서울 동대문구 장한로23길 11-12,37.570397133080185,127.06934837823188,3,태솔에버빌2차 동대문구 장안동
동대문구,장안동,화성(311-6),화성,화성로얄빌,서울 동대문구 장안동 392-5,서울 동대문구 한천로24길 46,37.569663051541006,127.0673962185082,3,화성 동대문구 장안동
동대문구,장안동,청명에버아트3차,청명에버아트3차,청명에버아트3차아파트,서울 동대문구 장안동 372-8,서울 동대문구 장한로23길 11-5,37.57074091615438,127.07002108404129,3,청명에버아트3차 동대문구 장안동
동대문구,답십리동,답십리한화,답십리한화,답십리한화아파트,서울 동대문구 답십리동 994,서울 동대문구 고미술로 57,37.56693452848863,127.05397386843508,3,답십리한화 동대문구 답십리동
동대문구,휘경동,효자워너빌,효자워너빌,효자워너빌아파트,서울 동대문구 휘경동 264-2,서울 동대문구 망우로 67,37.589946141589664,127.0609153568931,3,효자워너빌 동대문구 휘경동
동대문구,이문동,삼익,삼익,이문삼익아파트,서울 동대문구 이문동 73,서울 동대문구 한천로55길 9,37.595921509068496,127.06755577578586,3,삼익 동대문구 이문동
