STATION_CD,STATION_NM,STATION_NM_ENG,LINE_NUM,FR_CODE,STATION_NM_CHN,STATION_NM_JPN
3116,작전,Jakjeon,인천선,I116,鹊田,チャクチョン
3117,갈산,Galsan,인천선,I117,葛山,カルサン
3119,부평시장,Bupyeong Market,인천선,I119,富平市場,富平市場
3120,부평,Bupyeong,인천선,I120,富平,プピョン
3121,동수,Dongsu,인천선,I121,东树,トンス
3122,부평삼거리,Bupyeongsamgeori,인천선,I122,富平丁字路口,プピョンサムゴリ
3123,간석오거리,Ganseogogeori,인천선,I123,间石五岔路口,カンソク・オゴリ
3124,인천시청,Incheon City Hall,인천선,I124,仁川市廳,インチョンシチョン
3125,예술회관,Arts Center,인천선,I125,艺术会馆,イェスルフェグァン
3127,문학경기장,Munhak Sports Complex,인천선,I127,文鹤体育场,ムンハク・キョンギジャン
3129,신연수,Sinyeonsu,인천선,I129,新延寿,シニョンス
3130,원인재,Woninjae,인천선,I130,源仁斋,ウァニンジエ
3131,동춘,Dongchun,인천선,I131,东春,トンチュン
3132,동막,Dongmak,인천선,I132,东幕,トンマク
3135,지식정보단지,BIT Zone,인천선,I135,知识信息园区,チシク・チョンボダンジ
3136,인천대입구,Incheon Nat'l Univ.,인천선,I136,仁川大学,インチョンデイック
3138,국제업무지구,Intl. Business District,인천선,I138,国际业务园区,ククチェオンムジグ
3139,송도달빛축제공원,Songdo Moonlight Festival Park,인천선,I139,松岛月光庆典公园,ソンドダルピッチュクチェゴンウォン
3109,아라,Ara,인천선,I109,北部法院·檢察廳,アラ
3108,신검단중앙,Singeomdanjungang,인천선,I108,,シンゴムダンジュンアン
3107,검단호수공원,Geomdan Lake Park,인천선,I107,黔丹湖水公園,コムダンホスゴンウォン
3137,센트럴파크,Central Park,인천선,I137,中央公园,セントラルパーク
3118,부평구청,Bupyeong-gu Office,인천선,I118,富平区厅,プピョングチョン
3126,인천터미널,Incheon Bus Terminal,인천선,I126,仁川客运站,インチョンターミナル
3134,테크노파크,Technopark,인천선,I134,科技园,テクノパーク
3133,캠퍼스타운,Campus Town,인천선,I133,大学城,キャンパスタウン
3128,선학,Seonhak,인천선,I128,仙鹤,ソンハク
3111,귤현,Gyulhyeon,인천선,I111,橘岘,キュルチョン
3110,계양,Gyeyang,인천선,I110,桂阳,ケヤン
3113,임학,Imhak,인천선,I113,林鹤,イムハク
3112,박촌,Bakchon,인천선,I112,朴村,パクチョン
3114,계산,Gyesan,인천선,I114,桂山,ケサン
3115,경인교대입구,Gyeong-in Nat`l Univ. of Education,인천선,I115,京仁教育大学,キョンインギョデイック
